,id,nombre,departamento,anio,idMin,idEdu,idDem,idVio
38,amaga-antioquia-2020,amaga,antioquia,2020,min39,edu39,dem1165,0
39,amalfi-antioquia-2014,amalfi,antioquia,2014,min40,edu40,dem3258,0
40,amalfi-antioquia-2016,amalfi,antioquia,2016,min41,edu41,dem4192,0
41,amalfi-antioquia-2017,amalfi,antioquia,2017,min42,edu42,dem1901,vio5
42,amalfi-antioquia-2018,amalfi,antioquia,2018,min43,edu43,dem363,0
43,amalfi-antioquia-2013,amalfi,antioquia,2013,min44,edu44,dem2828,0
44,amalfi-antioquia-2015,amalfi,antioquia,2015,min45,edu45,dem3771,0
45,amalfi-antioquia-2019,amalfi,antioquia,2019,min46,edu46,dem841,0
46,amalfi-antioquia-2012,amalfi,antioquia,2012,min47,edu47,dem2321,0
47,amalfi-antioquia-2020,amalfi,antioquia,2020,min48,edu48,dem1166,0
48,amalfi-antioquia-2021,amalfi,antioquia,2021,min49,edu49,dem1522,0
49,andes-antioquia-2012,andes,antioquia,2012,min50,edu50,dem2322,0
50,andes-antioquia-2013,andes,antioquia,2013,min51,edu51,dem2827,0
51,andes-antioquia-2014,andes,antioquia,2014,min52,edu52,dem3259,0
52,andes-antioquia-2015,andes,antioquia,2015,min53,edu53,dem3770,0
53,andes-antioquia-2016,andes,antioquia,2016,min54,edu54,dem4193,0
54,andes-antioquia-2017,andes,antioquia,2017,min55,edu55,dem1902,vio6
55,andes-antioquia-2020,andes,antioquia,2020,min56,edu56,dem1167,0
56,andes-antioquia-2021,andes,antioquia,2021,min57,edu57,dem1521,0
57,andes-antioquia-2019,andes,antioquia,2019,min58,edu58,dem840,0
58,angelopolis-antioquia-2012,angelopolis,antioquia,2012,min59,edu59,dem2323,0
59,angelopolis-antioquia-2013,angelopolis,antioquia,2013,min60,edu60,dem2826,0
60,angelopolis-antioquia-2017,angelopolis,antioquia,2017,min61,edu61,dem1903,vio7
61,angelopolis-antioquia-2019,angelopolis,antioquia,2019,min62,edu62,dem839,0
62,angelopolis-antioquia-2014,angelopolis,antioquia,2014,min63,edu63,dem3260,0
63,angelopolis-antioquia-2015,angelopolis,antioquia,2015,min64,edu64,dem3769,0
64,angelopolis-antioquia-2016,angelopolis,antioquia,2016,min65,edu65,dem4194,0
65,angelopolis-antioquia-2020,angelopolis,antioquia,2020,min66,edu66,dem1168,0
66,angelopolis-antioquia-2021,angelopolis,antioquia,2021,min67,edu67,dem1520,0
67,angelopolis-antioquia-2018,angelopolis,antioquia,2018,min68,edu68,dem364,0
68,angostura-antioquia-2012,angostura,antioquia,2012,min69,edu69,dem2324,0
69,angostura-antioquia-2013,angostura,antioquia,2013,min70,edu70,dem2825,0
70,anori-antioquia-2012,anori,antioquia,2012,min71,edu71,dem2325,0
71,anori-antioquia-2013,anori,antioquia,2013,min72,edu72,dem2824,0
72,anori-antioquia-2014,anori,antioquia,2014,min73,edu73,dem3261,0
73,anori-antioquia-2015,anori,antioquia,2015,min74,edu74,dem3768,0
74,anori-antioquia-2016,anori,antioquia,2016,min75,edu75,dem4195,0
75,anori-antioquia-2017,anori,antioquia,2017,min76,edu76,dem1904,vio8
76,anori-antioquia-2018,anori,antioquia,2018,min77,edu77,dem365,0
77,anori-antioquia-2019,anori,antioquia,2019,min78,edu78,dem838,0
78,anori-antioquia-2020,anori,antioquia,2020,min79,edu79,dem1169,0
79,anori-antioquia-2021,anori,antioquia,2021,min80,edu80,dem1519,0
80,santafe de antioquia-antioquia-2014,santafe de antioquia,antioquia,2014,min81,edu81,dem3262,0
81,santafe de antioquia-antioquia-2015,santafe de antioquia,antioquia,2015,min82,edu82,dem3767,0
82,santafe de antioquia-antioquia-2013,santafe de antioquia,antioquia,2013,min83,edu83,dem2823,0
83,santafe de antioquia-antioquia-2019,santafe de antioquia,antioquia,2019,min84,edu84,dem837,0
84,santafe de antioquia-antioquia-2016,santafe de antioquia,antioquia,2016,min85,edu85,dem4196,0
85,santafe de antioquia-antioquia-2017,santafe de antioquia,antioquia,2017,min86,edu86,dem1905,vio9
86,santafe de antioquia-antioquia-2012,santafe de antioquia,antioquia,2012,min87,edu87,dem2326,0
87,santafe de antioquia-antioquia-2020,santafe de antioquia,antioquia,2020,min88,edu88,dem1170,0
88,santafe de antioquia-antioquia-2021,santafe de antioquia,antioquia,2021,min89,edu89,dem1518,0
89,anza-antioquia-2014,anza,antioquia,2014,min90,edu90,dem3263,0
90,anza-antioquia-2013,anza,antioquia,2013,min91,edu91,dem2822,0
91,anza-antioquia-2020,anza,antioquia,2020,min92,edu92,dem1171,0
92,anza-antioquia-2021,anza,antioquia,2021,min93,edu93,dem1517,0
93,anza-antioquia-2012,anza,antioquia,2012,min94,edu94,dem2327,0
94,anza-antioquia-2019,anza,antioquia,2019,min95,edu95,dem836,0
95,apartado-antioquia-2019,apartado,antioquia,2019,min96,edu96,dem835,0
96,apartado-antioquia-2012,apartado,antioquia,2012,min97,edu97,dem2328,0
97,apartado-antioquia-2013,apartado,antioquia,2013,min98,edu98,dem2821,0
98,apartado-antioquia-2014,apartado,antioquia,2014,min99,edu99,dem3264,0
99,apartado-antioquia-2016,apartado,antioquia,2016,min100,edu100,dem4197,0
100,apartado-antioquia-2017,apartado,antioquia,2017,min101,edu101,dem1906,vio10
101,apartado-antioquia-2018,apartado,antioquia,2018,min102,edu102,dem366,0
102,apartado-antioquia-2015,apartado,antioquia,2015,min103,edu103,dem3766,0
103,argelia-antioquia-2012,argelia,antioquia,2012,min104,edu104,dem2329,0
104,argelia-antioquia-2013,argelia,antioquia,2013,min105,edu105,dem2820,0
105,argelia-antioquia-2014,argelia,antioquia,2014,min106,edu106,dem3265,0
106,barbosa-antioquia-2020,barbosa,antioquia,2020,min107,edu107,dem1172,0
107,barbosa-antioquia-2013,barbosa,antioquia,2013,min108,edu108,dem2819,0
108,barbosa-antioquia-2014,barbosa,antioquia,2014,min109,edu109,dem3266,0
109,barbosa-antioquia-2015,barbosa,antioquia,2015,min110,edu110,dem3765,0
110,barbosa-antioquia-2016,barbosa,antioquia,2016,min111,edu111,dem4198,0
111,barbosa-antioquia-2017,barbosa,antioquia,2017,min112,edu112,dem1907,vio11
112,barbosa-antioquia-2012,barbosa,antioquia,2012,min113,edu113,dem2330,0
113,barbosa-antioquia-2018,barbosa,antioquia,2018,min114,edu114,dem367,0
114,barbosa-antioquia-2019,barbosa,antioquia,2019,min115,edu115,dem834,0
115,barbosa-antioquia-2021,barbosa,antioquia,2021,min116,edu116,dem1516,0
116,belmira-antioquia-2012,belmira,antioquia,2012,min117,edu117,dem2331,0
117,belmira-antioquia-2013,belmira,antioquia,2013,min118,edu118,dem2818,0
118,belmira-antioquia-2014,belmira,antioquia,2014,min119,edu119,dem3267,0
119,belmira-antioquia-2016,belmira,antioquia,2016,min120,edu120,dem4199,0
120,belmira-antioquia-2020,belmira,antioquia,2020,min121,edu121,dem1173,0
121,belmira-antioquia-2019,belmira,antioquia,2019,min122,edu122,dem833,0
122,bello-antioquia-2012,bello,antioquia,2012,min123,edu123,dem2332,0
123,bello-antioquia-2013,bello,antioquia,2013,min124,edu124,dem2817,0
124,bello-antioquia-2014,bello,antioquia,2014,min125,edu125,dem3268,0
125,bello-antioquia-2015,bello,antioquia,2015,min126,edu126,dem3764,0
126,bello-antioquia-2016,bello,antioquia,2016,min127,edu127,dem4200,0
127,bello-antioquia-2017,bello,antioquia,2017,min128,edu128,dem1908,vio12
128,bello-antioquia-2018,bello,antioquia,2018,min129,edu129,dem368,0
129,bello-antioquia-2019,bello,antioquia,2019,min130,edu130,dem832,0
130,bello-antioquia-2020,bello,antioquia,2020,min131,edu131,dem1174,0
131,bello-antioquia-2021,bello,antioquia,2021,min132,edu132,dem1515,0
132,briceño-antioquia-2013,briceño,antioquia,2013,min133,edu133,dem2816,0
133,briceño-antioquia-2012,briceño,antioquia,2012,min134,edu134,dem2333,0
134,briceño-antioquia-2017,briceño,antioquia,2017,min135,edu135,dem1909,vio13
135,briceño-antioquia-2018,briceño,antioquia,2018,min136,edu136,dem369,0
136,briceño-antioquia-2019,briceño,antioquia,2019,min137,edu137,dem831,0
137,briceño-antioquia-2020,briceño,antioquia,2020,min138,edu138,dem1175,0
138,briceño-antioquia-2021,briceño,antioquia,2021,min139,edu139,dem1514,0
139,briceño-antioquia-2016,briceño,antioquia,2016,min140,edu140,dem4201,0
140,briceño-antioquia-2015,briceño,antioquia,2015,min141,edu141,dem3763,0
141,buritica-antioquia-2019,buritica,antioquia,2019,min142,edu142,dem830,0
142,buritica-antioquia-2020,buritica,antioquia,2020,min143,edu143,dem1176,0
143,buritica-antioquia-2017,buritica,antioquia,2017,min144,edu144,dem1910,vio14
144,buritica-antioquia-2018,buritica,antioquia,2018,min145,edu145,dem370,0
145,buritica-antioquia-2012,buritica,antioquia,2012,min146,edu146,dem2334,0
146,buritica-antioquia-2013,buritica,antioquia,2013,min147,edu147,dem2815,0
147,buritica-antioquia-2014,buritica,antioquia,2014,min148,edu148,dem3269,0
148,buritica-antioquia-2015,buritica,antioquia,2015,min149,edu149,dem3762,0
149,buritica-antioquia-2016,buritica,antioquia,2016,min150,edu150,dem4202,0
150,buritica-antioquia-2021,buritica,antioquia,2021,min151,edu151,dem1513,0
151,caceres-antioquia-2017,caceres,antioquia,2017,min152,edu152,dem1911,vio15
152,caceres-antioquia-2012,caceres,antioquia,2012,min153,edu153,dem2335,0
153,caceres-antioquia-2013,caceres,antioquia,2013,min154,edu154,dem2814,0
154,caceres-antioquia-2014,caceres,antioquia,2014,min155,edu155,dem3270,0
155,caceres-antioquia-2015,caceres,antioquia,2015,min156,edu156,dem3761,0
156,caceres-antioquia-2016,caceres,antioquia,2016,min157,edu157,dem4203,0
157,caceres-antioquia-2018,caceres,antioquia,2018,min158,edu158,dem371,0
158,caceres-antioquia-2019,caceres,antioquia,2019,min159,edu159,dem829,0
159,caceres-antioquia-2020,caceres,antioquia,2020,min160,edu160,dem1177,0
160,caceres-antioquia-2021,caceres,antioquia,2021,min161,edu161,dem1512,0
161,caicedo-antioquia-2016,caicedo,antioquia,2016,min162,edu162,dem4204,0
162,caicedo-antioquia-2017,caicedo,antioquia,2017,min163,edu163,dem1912,vio16
163,caicedo-antioquia-2015,caicedo,antioquia,2015,min164,edu164,dem3760,0
164,caldas-antioquia-2020,caldas,antioquia,2020,min165,edu165,dem1178,0
165,caldas-antioquia-2012,caldas,antioquia,2012,min166,edu166,dem2336,0
166,caldas-antioquia-2014,caldas,antioquia,2014,min167,edu167,dem3271,0
167,campamento-antioquia-2018,campamento,antioquia,2018,min168,edu168,dem372,0
168,campamento-antioquia-2013,campamento,antioquia,2013,min169,edu169,dem2813,0
169,cañasgordas-antioquia-2012,cañasgordas,antioquia,2012,min170,edu170,dem2337,0
170,cañasgordas-antioquia-2013,cañasgordas,antioquia,2013,min171,edu171,dem2812,0
171,cañasgordas-antioquia-2014,cañasgordas,antioquia,2014,min172,edu172,dem3272,0
172,cañasgordas-antioquia-2015,cañasgordas,antioquia,2015,min173,edu173,dem3759,0
173,cañasgordas-antioquia-2016,cañasgordas,antioquia,2016,min174,edu174,dem4205,0
174,caracoli-antioquia-2012,caracoli,antioquia,2012,min175,edu175,dem2338,0
175,caracoli-antioquia-2013,caracoli,antioquia,2013,min176,edu176,dem2811,0
176,caracoli-antioquia-2016,caracoli,antioquia,2016,min177,edu177,dem4206,0
177,caracoli-antioquia-2020,caracoli,antioquia,2020,min178,edu178,dem1179,0
178,caracoli-antioquia-2021,caracoli,antioquia,2021,min179,edu179,dem1511,0
179,caracoli-antioquia-2015,caracoli,antioquia,2015,min180,edu180,dem3758,0
180,caracoli-antioquia-2017,caracoli,antioquia,2017,min181,edu181,dem1913,vio17
181,caracoli-antioquia-2019,caracoli,antioquia,2019,min182,edu182,dem828,0
182,caramanta-antioquia-2013,caramanta,antioquia,2013,min183,edu183,dem2810,0
183,carepa-antioquia-2017,carepa,antioquia,2017,min184,edu184,dem1914,vio18
184,carepa-antioquia-2020,carepa,antioquia,2020,min185,edu185,dem1180,0
185,carepa-antioquia-2015,carepa,antioquia,2015,min186,edu186,dem3757,0
186,carepa-antioquia-2016,carepa,antioquia,2016,min187,edu187,dem4207,0
187,carepa-antioquia-2019,carepa,antioquia,2019,min188,edu188,dem827,0
188,carepa-antioquia-2013,carepa,antioquia,2013,min189,edu189,dem2809,0
189,carepa-antioquia-2012,carepa,antioquia,2012,min190,edu190,dem2339,0
190,caucasia-antioquia-2019,caucasia,antioquia,2019,min191,edu191,dem826,0
191,caucasia-antioquia-2018,caucasia,antioquia,2018,min192,edu192,dem374,0
192,caucasia-antioquia-2013,caucasia,antioquia,2013,min193,edu193,dem2808,0
193,caucasia-antioquia-2014,caucasia,antioquia,2014,min194,edu194,dem3273,0
194,caucasia-antioquia-2012,caucasia,antioquia,2012,min195,edu195,dem2340,0
195,caucasia-antioquia-2015,caucasia,antioquia,2015,min196,edu196,dem3756,0
196,caucasia-antioquia-2016,caucasia,antioquia,2016,min197,edu197,dem4208,0
197,caucasia-antioquia-2017,caucasia,antioquia,2017,min198,edu198,dem1915,vio19
198,caucasia-antioquia-2020,caucasia,antioquia,2020,min199,edu199,dem1181,0
199,caucasia-antioquia-2021,caucasia,antioquia,2021,min200,edu200,dem1510,0
200,chigorodo-antioquia-2019,chigorodo,antioquia,2019,min201,edu201,dem825,0
201,chigorodo-antioquia-2014,chigorodo,antioquia,2014,min202,edu202,dem3274,0
202,chigorodo-antioquia-2017,chigorodo,antioquia,2017,min203,edu203,dem1916,vio20
203,cisneros-antioquia-2013,cisneros,antioquia,2013,min204,edu204,dem2807,0
204,cisneros-antioquia-2012,cisneros,antioquia,2012,min205,edu205,dem2341,0
205,cisneros-antioquia-2015,cisneros,antioquia,2015,min206,edu206,dem3755,0
206,cisneros-antioquia-2014,cisneros,antioquia,2014,min207,edu207,dem3275,0
207,cisneros-antioquia-2021,cisneros,antioquia,2021,min208,edu208,dem1509,0
208,cisneros-antioquia-2019,cisneros,antioquia,2019,min209,edu209,dem824,0
209,cocorna-antioquia-2012,cocorna,antioquia,2012,min210,edu210,dem2342,0
210,concepcion-antioquia-2020,concepcion,antioquia,2020,min211,edu211,dem1182,0
211,concepcion-antioquia-2021,concepcion,antioquia,2021,min212,edu212,dem1508,0
212,concepcion-antioquia-2015,concepcion,antioquia,2015,min213,edu213,dem3754,0
213,concepcion-antioquia-2013,concepcion,antioquia,2013,min214,edu214,dem2806,0
214,copacabana-antioquia-2020,copacabana,antioquia,2020,min215,edu215,dem1183,0
215,copacabana-antioquia-2014,copacabana,antioquia,2014,min216,edu216,dem3276,0
216,copacabana-antioquia-2013,copacabana,antioquia,2013,min217,edu217,dem2805,0
217,copacabana-antioquia-2012,copacabana,antioquia,2012,min218,edu218,dem2343,0
218,copacabana-antioquia-2018,copacabana,antioquia,2018,min219,edu219,dem375,0
219,copacabana-antioquia-2016,copacabana,antioquia,2016,min220,edu220,dem4209,0
220,copacabana-antioquia-2017,copacabana,antioquia,2017,min221,edu221,dem1917,vio21
221,copacabana-antioquia-2019,copacabana,antioquia,2019,min222,edu222,dem823,0
222,dabeiba-antioquia-2012,dabeiba,antioquia,2012,min223,edu223,dem2344,0
223,dabeiba-antioquia-2019,dabeiba,antioquia,2019,min224,edu224,dem822,0
224,dabeiba-antioquia-2013,dabeiba,antioquia,2013,min225,edu225,dem2804,0
225,dabeiba-antioquia-2020,dabeiba,antioquia,2020,min226,edu226,dem1184,0
226,dabeiba-antioquia-2021,dabeiba,antioquia,2021,min227,edu227,dem1507,0
227,dabeiba-antioquia-2015,dabeiba,antioquia,2015,min228,edu228,dem3753,0
228,dabeiba-antioquia-2016,dabeiba,antioquia,2016,min229,edu229,dem4210,0
229,dabeiba-antioquia-2018,dabeiba,antioquia,2018,min230,edu230,dem376,0
230,don matias-antioquia-2017,don matias,antioquia,2017,min231,edu231,dem1918,vio22
231,don matias-antioquia-2014,don matias,antioquia,2014,min232,edu232,dem3277,0
232,don matias-antioquia-2015,don matias,antioquia,2015,min233,edu233,dem3752,0
233,don matias-antioquia-2016,don matias,antioquia,2016,min234,edu234,dem4211,0
234,don matias-antioquia-2012,don matias,antioquia,2012,min235,edu235,dem2345,0
235,don matias-antioquia-2021,don matias,antioquia,2021,min236,edu236,dem1506,0
236,don matias-antioquia-2020,don matias,antioquia,2020,min237,edu237,dem1185,0
237,ebejico-antioquia-2015,ebejico,antioquia,2015,min238,edu238,dem3751,0
238,el bagre-antioquia-2012,el bagre,antioquia,2012,min239,edu239,dem2346,0
239,el bagre-antioquia-2013,el bagre,antioquia,2013,min240,edu240,dem2803,0
240,el bagre-antioquia-2014,el bagre,antioquia,2014,min241,edu241,dem3278,0
241,el bagre-antioquia-2015,el bagre,antioquia,2015,min242,edu242,dem3750,0
242,el bagre-antioquia-2016,el bagre,antioquia,2016,min243,edu243,dem4212,0
243,el bagre-antioquia-2017,el bagre,antioquia,2017,min244,edu244,dem1919,vio23
244,el bagre-antioquia-2018,el bagre,antioquia,2018,min245,edu245,dem377,0
245,el bagre-antioquia-2019,el bagre,antioquia,2019,min246,edu246,dem821,0
246,el bagre-antioquia-2020,el bagre,antioquia,2020,min247,edu247,dem1186,0
247,el bagre-antioquia-2021,el bagre,antioquia,2021,min248,edu248,dem1505,0
248,fredonia-antioquia-2012,fredonia,antioquia,2012,min249,edu249,dem2347,0
249,fredonia-antioquia-2013,fredonia,antioquia,2013,min250,edu250,dem2802,0
250,fredonia-antioquia-2014,fredonia,antioquia,2014,min251,edu251,dem3279,0
251,fredonia-antioquia-2015,fredonia,antioquia,2015,min252,edu252,dem3749,0
252,fredonia-antioquia-2016,fredonia,antioquia,2016,min253,edu253,dem4213,0
253,fredonia-antioquia-2017,fredonia,antioquia,2017,min254,edu254,dem1920,vio24
254,fredonia-antioquia-2018,fredonia,antioquia,2018,min255,edu255,dem378,0
255,fredonia-antioquia-2019,fredonia,antioquia,2019,min256,edu256,dem820,0
256,frontino-antioquia-2014,frontino,antioquia,2014,min257,edu257,dem3280,0
257,frontino-antioquia-2016,frontino,antioquia,2016,min258,edu258,dem4214,0
258,frontino-antioquia-2012,frontino,antioquia,2012,min259,edu259,dem2348,0
259,frontino-antioquia-2013,frontino,antioquia,2013,min260,edu260,dem2801,0
260,frontino-antioquia-2020,frontino,antioquia,2020,min261,edu261,dem1187,0
261,frontino-antioquia-2021,frontino,antioquia,2021,min262,edu262,dem1504,0
262,frontino-antioquia-2017,frontino,antioquia,2017,min263,edu263,dem1921,vio25
263,frontino-antioquia-2015,frontino,antioquia,2015,min264,edu264,dem3748,0
264,frontino-antioquia-2019,frontino,antioquia,2019,min265,edu265,dem819,0
265,frontino-antioquia-2018,frontino,antioquia,2018,min266,edu266,dem379,0
266,girardota-antioquia-2019,girardota,antioquia,2019,min267,edu267,dem818,0
267,girardota-antioquia-2020,girardota,antioquia,2020,min268,edu268,dem1188,0
268,girardota-antioquia-2014,girardota,antioquia,2014,min269,edu269,dem3281,0
269,girardota-antioquia-2015,girardota,antioquia,2015,min270,edu270,dem3747,0
270,girardota-antioquia-2013,girardota,antioquia,2013,min271,edu271,dem2800,0
271,girardota-antioquia-2016,girardota,antioquia,2016,min272,edu272,dem4215,0
272,girardota-antioquia-2017,girardota,antioquia,2017,min273,edu273,dem1922,vio26
273,girardota-antioquia-2018,girardota,antioquia,2018,min274,edu274,dem380,0
274,girardota-antioquia-2012,girardota,antioquia,2012,min275,edu275,dem2349,0
275,girardota-antioquia-2021,girardota,antioquia,2021,min276,edu276,dem1503,0
276,gomez plata-antioquia-2012,gomez plata,antioquia,2012,min277,edu277,dem2350,0
277,gomez plata-antioquia-2013,gomez plata,antioquia,2013,min278,edu278,dem2799,0
278,gomez plata-antioquia-2014,gomez plata,antioquia,2014,min279,edu279,dem3282,0
279,gomez plata-antioquia-2015,gomez plata,antioquia,2015,min280,edu280,dem3746,0
280,gomez plata-antioquia-2016,gomez plata,antioquia,2016,min281,edu281,dem4216,0
281,gomez plata-antioquia-2017,gomez plata,antioquia,2017,min282,edu282,dem1923,vio27
282,gomez plata-antioquia-2019,gomez plata,antioquia,2019,min283,edu283,dem817,0
283,gomez plata-antioquia-2020,gomez plata,antioquia,2020,min284,edu284,dem1189,0
284,gomez plata-antioquia-2021,gomez plata,antioquia,2021,min285,edu285,dem1502,0
285,gomez plata-antioquia-2018,gomez plata,antioquia,2018,min286,edu286,dem381,0
286,guadalupe-antioquia-2012,guadalupe,antioquia,2012,min287,edu287,dem2351,0
287,guadalupe-antioquia-2013,guadalupe,antioquia,2013,min288,edu288,dem2798,0
288,guarne-antioquia-2015,guarne,antioquia,2015,min289,edu289,dem3745,0
289,heliconia-antioquia-2015,heliconia,antioquia,2015,min290,edu290,dem3744,0
290,heliconia-antioquia-2013,heliconia,antioquia,2013,min291,edu291,dem2797,0
291,heliconia-antioquia-2014,heliconia,antioquia,2014,min292,edu292,dem3283,0
292,heliconia-antioquia-2016,heliconia,antioquia,2016,min293,edu293,dem4217,0
293,heliconia-antioquia-2017,heliconia,antioquia,2017,min294,edu294,dem1924,vio28
294,itagui-antioquia-2012,itagui,antioquia,2012,min295,edu295,0,0
295,itagui-antioquia-2014,itagui,antioquia,2014,min296,edu296,0,0
296,itagui-antioquia-2015,itagui,antioquia,2015,min297,edu297,0,0
297,itagui-antioquia-2018,itagui,antioquia,2018,min298,edu298,0,0
298,itagui-antioquia-2019,itagui,antioquia,2019,min299,edu299,0,0
299,itagui-antioquia-2013,itagui,antioquia,2013,min300,edu300,0,0
300,itagui-antioquia-2016,itagui,antioquia,2016,min301,edu301,0,0
301,itagui-antioquia-2017,itagui,antioquia,2017,min302,edu302,0,0
302,ituango-antioquia-2015,ituango,antioquia,2015,min303,edu303,dem3743,0
303,ituango-antioquia-2016,ituango,antioquia,2016,min304,edu304,dem4218,0
304,ituango-antioquia-2017,ituango,antioquia,2017,min305,edu305,dem1925,vio29
305,ituango-antioquia-2012,ituango,antioquia,2012,min306,edu306,dem2352,0
306,ituango-antioquia-2014,ituango,antioquia,2014,min307,edu307,dem3284,0
307,ituango-antioquia-2013,ituango,antioquia,2013,min308,edu308,dem2796,0
308,jardin-antioquia-2014,jardin,antioquia,2014,min309,edu309,dem3285,0
309,jardin-antioquia-2015,jardin,antioquia,2015,min310,edu310,dem3742,0
310,jardin-antioquia-2016,jardin,antioquia,2016,min311,edu311,dem4219,0
311,jardin-antioquia-2012,jardin,antioquia,2012,min312,edu312,dem2353,0
312,jardin-antioquia-2017,jardin,antioquia,2017,min313,edu313,dem1926,vio30
313,la pintada-antioquia-2020,la pintada,antioquia,2020,min314,edu314,dem1190,0
314,la pintada-antioquia-2015,la pintada,antioquia,2015,min315,edu315,dem3741,0
315,la pintada-antioquia-2013,la pintada,antioquia,2013,min316,edu316,dem2795,0
316,la pintada-antioquia-2014,la pintada,antioquia,2014,min317,edu317,dem3286,0
317,la pintada-antioquia-2018,la pintada,antioquia,2018,min318,edu318,dem382,0
318,la pintada-antioquia-2019,la pintada,antioquia,2019,min319,edu319,dem816,0
319,la pintada-antioquia-2012,la pintada,antioquia,2012,min320,edu320,dem2354,0
320,la pintada-antioquia-2017,la pintada,antioquia,2017,min321,edu321,dem1927,vio31
321,la pintada-antioquia-2021,la pintada,antioquia,2021,min322,edu322,dem1501,0
322,la union-antioquia-2014,la union,antioquia,2014,min323,edu323,dem3287,0
323,la union-antioquia-2013,la union,antioquia,2013,min324,edu324,dem2794,0
324,la union-antioquia-2015,la union,antioquia,2015,min325,edu325,dem3740,0
325,la union-antioquia-2016,la union,antioquia,2016,min326,edu326,dem4220,0
326,la union-antioquia-2019,la union,antioquia,2019,min327,edu327,dem815,0
327,la union-antioquia-2012,la union,antioquia,2012,min328,edu328,dem2355,0
328,la union-antioquia-2017,la union,antioquia,2017,min329,edu329,dem1928,vio32
329,la union-antioquia-2018,la union,antioquia,2018,min330,edu330,dem383,0
330,liborina-antioquia-2016,liborina,antioquia,2016,min331,edu331,dem4221,0
331,liborina-antioquia-2017,liborina,antioquia,2017,min332,edu332,dem1929,vio33
332,liborina-antioquia-2013,liborina,antioquia,2013,min333,edu333,dem2793,0
333,liborina-antioquia-2015,liborina,antioquia,2015,min334,edu334,dem3739,0
334,maceo-antioquia-2017,maceo,antioquia,2017,min335,edu335,dem1930,vio34
335,maceo-antioquia-2012,maceo,antioquia,2012,min336,edu336,dem2356,0
336,maceo-antioquia-2013,maceo,antioquia,2013,min337,edu337,dem2792,0
337,maceo-antioquia-2014,maceo,antioquia,2014,min338,edu338,dem3288,0
